mm,mdd,dd,hr,Temp,VPD,"Wind speed",Precip,P,O3,HD,R,PAR
,,,,C,kPa,"m s-1",mm,kPa,ppb,"W m-2",Wm-2,"umol m-2 s-1"
1,14,14,7,3.42,0.007068,1.65,0,99.22,25.635,-55.93,0,0
1,14,14,8,3.12,0.007384,1.67,0,99.23,23.882,-61.67,0,0
1,14,14,9,4.86,0.019328,1.68,0,99.24,22.557,-67.4,8.64,17.76816
1,14,14,10,3.5,0.008068,1.69,0,99.24,22.759,-49.03,56.35,115.883775
1,14,14,11,4.18,0.008734,1.7,0,99.24,24.008,-30.67,90.95,187.038675
1,14,14,12,4.61,0.008319,1.71,0,99.12,25.776,-12.3,222.36,457.28334
1,14,14,13,4.79,0.010134,1.73,0,99.21,27.101,-25.6,208.43,428.636295
1,14,14,14,4.7,0.01054,1.75,0,99.17,27.726,-38.9,151.15,310.839975
1,14,14,15,3.95,0.00703,1.78,0.05,99.2,27.828,-52.2,56.46,116.10999
1,14,14,16,4.38,0.009402,1.71,0.05,99.14,27.781,-54.27,0,0
1,14,14,17,4.16,0.008081,1.64,0.05,99.16,27.689,-56.33,0,0
1,14,14,18,5.25,0.014675,1.58,0.013,99.29,27.337,-58.4,0,0
1,14,14,19,4.38,0.005828,1.46,0.013,99.22,26.535,-56.53,0,0
1,14,14,20,4.81,0.005109,1.33,0.013,99.25,25.41,-54.67,0,0
1,14,14,21,5.63,0.007409,1.2,0,99.36,23.848,-52.8,0,0
1,14,14,22,5.37,0.00462,1.12,0,99.31,22.285,-49.7,0,0
1,14,14,23,5.5,0.004324,1.04,0,99.33,20.754,-46.6,0,0
1,15,15,0,7.41,0.016215,0.95,0,99.45,19.244,-43.5,0,0
1,15,15,1,6.22,0.004867,0.93,0,99.38,18.254,-38.43,0,0
1,15,15,2,6.81,0.005607,0.92,0,99.41,17.479,-33.37,0,0
1,15,15,3,6.33,0,0.91,0,99.54,16.939,-28.3,0,0
1,15,15,4,7.04,0.005468,0.84,0,99.47,16.274,-26.37,0,0
1,15,15,5,6.68,0.00467,0.77,0,99.5,15.863,-24.43,0,0
1,15,15,6,4.51,0,0.7,0,99.64,15.701,-22.5,0,0
1,15,15,7,5.71,0.004442,0.41,0,99.56,13.934,-15.2,0,0
1,15,15,8,5.11,0.006175,0.18,0,99.6,10.118,-7.9,0,0
1,15,15,9,6.43,0.009431,0.12,0,99.63,7.655,-0.6,18.6,38.2509
1,15,15,10,5.15,0,0.12,0,99.64,10.221,-1.07,113.02,232.42563
1,15,15,11,5.79,0.001051,0.22,0,99.63,13.649,-1.53,181.23,372.699495
1,15,15,12,7.05,0.010199,0.42,0.007,99.57,16.691,-2,118.81,244.332765
1,15,15,13,6.64,0.005551,0.43,0.007,99.62,16.553,-3.8,111.64,229.58766
1,15,15,14,6.85,0.005259,0.48,0.007,99.6,16.001,-5.6,81.56,167.72814
1,15,15,15,6.18,0,0.54,0.003,99.41,14.688,-7.4,28.91,59.453415
1,15,15,16,6.77,0.004912,0.64,0.003,99.53,12.309,-11.57,0,0
1,15,15,17,6.48,0.004898,0.75,0.003,99.48,8.417,-15.73,0,0
1,15,15,18,2.91,0,0.87,0,99.41,4.062,-19.9,0,0
1,15,15,19,5.09,0.004468,0.82,0,99.41,1.104,-20.83,0,0
1,15,15,20,4,0.004533,0.8,0,99.41,0.022,-21.77,0,0
1,15,15,21,0.86,0,0.8,0,99.33,0,-22.7,0,0
1,15,15,22,2.23,0.004664,0.81,0,99.39,0,-23.2,0,0
1,15,15,23,1.55,0.004556,0.82,0,99.37,0,-23.7,0,0
1,16,16,0,-0.74,0,0.84,0,99.3,0,-24.2,0,0
1,16,16,1,0.33,0.003645,0.72,0,99.32,0,-21.17,0,0
1,16,16,2,-0.2,0.003033,0.61,0,99.31,0,-18.13,0,0
1,16,16,3,-1.54,0,0.5,0,99.17,0,-15.1,0,0
1,16,16,4,-1,0.003192,0.52,0,99.27,0,-16.47,0,0
1,16,16,5,-1.26,0.003253,0.54,0,99.23,0.022,-17.83,0,0
1,16,16,6,-1.74,0.002516,0.57,0,99.04,0.293,-19.2,0,0
1,16,16,7,-1.6,0.003097,0.71,0,99.14,2.068,-22.43,0,0
1,16,16,8,-1.66,0.003525,0.83,0,99.1,4.498,-25.67,0,0
1,16,16,9,1.95,0.02068,0.92,0,99,7.984,-28.9,22.21,45.674865
1,16,16,10,-0.51,0.003536,1.09,0,99.03,13.296,-19.33,124.23,255.478995
1,16,16,11,0.72,0.004016,1.22,0,99.02,17.787,-9.77,197.29,405.726885
1,16,16,12,3.15,0.011574,1.32,0,98.82,20.773,-0.2,230.65,474.331725
1,16,16,13,2.37,0.005406,1.26,0,98.96,22.21,-5.33,217.14,446.54841
1,16,16,14,2.77,0.00566,1.19,0,98.9,22.794,-10.47,160.15,329.348475
1,16,16,15,1.86,0,1.12,0,98.68,22.726,-15.6,65.14,133.96041
1,16,16,16,2.73,0.005289,1.11,0,98.79,22.326,-25.53,0,0
1,16,16,17,2.3,0.004846,1.11,0,98.74,21.53,-35.47,0,0
1,16,16,18,1.42,0.002477,1.11,0,98.62,20.287,-45.4,0,0
1,16,16,19,1.72,0.004557,1.09,0,98.67,18.879,-45.2,0,0
1,16,16,20,1.57,0.004466,1.09,0,98.65,17.112,-45,0,0
1,16,16,21,1.24,0.00356,1.09,0,98.47,14.476,-44.8,0,0
1,16,16,22,1.37,0.004364,1.08,0,98.59,11.338,-44.07,0,0
1,16,16,23,1.31,0.004342,1.07,0,98.54,8.938,-43.33,0,0
1,17,17,0,1.31,0.004683,1.05,0,98.35,8.147,-42.6,0,0
1,17,17,1,1.27,0.004368,1.08,0,98.44,9.257,-41.57,0,0
1,17,17,2,1.3,0.004478,1.12,0,98.4,11.719,-40.53,0,0
1,17,17,3,1.36,0.004934,1.14,0,98.19,14.606,-39.5,0,0
1,17,17,4,1.34,0.004631,1.18,0,98.31,16.954,-43.47,0,0
1,17,17,5,1.36,0.004587,1.23,0,98.26,18.207,-47.43,0,0
1,17,17,6,2.4,0.009742,1.27,0.007,98.1,18.371,-51.4,0,0
1,17,17,7,1.71,0.004475,1.26,0.007,98.17,17.647,-51.4,0,0
1,17,17,8,2.06,0.004492,1.26,0.007,98.14,16.326,-51.4,0,0
1,17,17,9,5,0.019315,1.25,0.007,97.93,15.403,-51.4,19.06,39.19689
1,17,17,10,3.28,0.00456,1.28,0.007,98.06,15.437,-40.13,97.81,201.146265
1,17,17,11,4.15,0.005081,1.31,0.007,98.01,15.609,-28.87,153.76,316.20744
1,17,17,12,5.95,0.012115,1.35,0.066,97.82,15.733,-17.6,158.85,326.675025
1,17,17,13,5.33,0.006027,1.39,0.066,97.91,15.403,-20.93,149.96,308.39274
1,17,17,14,5.64,0.00599,1.45,0.066,97.87,15.363,-24.27,111.62,229.54653
1,17,17,15,6.04,0.0065,1.54,0.125,97.8,16.392,-27.6,30.64,63.01116
1,17,17,16,5.98,0.005597,1.39,0.125,97.82,19.751,-28.23,0,0
1,17,17,17,6.01,0.005376,1.32,0.125,97.81,23.763,-28.87,0,0
1,17,17,18,5.29,0,1.34,0.017,98.16,25.238,-29.5,0,0
1,17,17,19,5.76,0.005439,1.19,0.017,97.88,23.181,-28.27,0,0
1,17,17,20,5.51,0.005764,1.11,0.017,98,20.92,-27.03,0,0
1,17,17,21,2.95,0,1.09,0,98.31,20.346,-25.8,0,0
1,17,17,22,4.5,0.00334,0.96,0,98.19,20.572,-25.63,0,0
1,17,17,23,3.72,0.001495,0.82,0,98.24,20.401,-25.47,0,0
1,18,18,0,2.11,0,0.67,0,98.43,18.633,-25.3,0,0
1,18,18,1,2.66,0.001351,0.62,0,98.34,17.147,-24.2,0,0
1,18,18,2,2.38,0.000934,0.58,0,98.38,15.989,-23.1,0,0
1,18,18,3,3.47,0.007728,0.56,0.12,98.46,15.709,-22,0,0
1,18,18,4,2.56,0.000466,0.77,0.12,98.44,19.619,-27.83,0,0
1,18,18,5,3.01,0.001821,0.94,0.12,98.45,24.149,-33.67,0,0
1,18,18,6,4.05,0.006783,1.1,0.027,98.47,27.71,-39.5,0,0
1,18,18,7,3.66,0.003633,1.11,0.027,98.46,28.748,-35.93,0,0
1,18,18,8,3.86,0.003811,1.13,0.027,98.47,28.386,-32.37,0,0
1,18,18,9,6.01,0.01608,1.14,0.003,98.46,27.927,-28.8,6.88,14.14872
1,18,18,10,4.7,0.004007,1.24,0.003,98.47,28.442,-18.47,33.24,68.35806
1,18,18,11,5.36,0.004857,1.32,0.003,98.46,29.139,-8.13,51.86,106.65009
1,18,18,12,6.55,0.009896,1.38,0.003,98.42,29.552,2.2,59.85,123.081525
1,18,18,13,6.19,0.006397,1.4,0.003,98.45,29.047,-11.27,56.63,116.459595
1,18,18,14,6.37,0.006671,1.41,0.003,98.44,28.108,-24.73,42.43,87.257295
1,18,18,15,5.63,0.00106,1.42,0,98.4,27.058,-38.2,18.52,38.08638
1,18,18,16,6.25,0.006664,1.37,0,98.42,26.297,-40.53,0,0
1,18,18,17,5.94,0.006382,1.3,0,98.41,25.757,-42.87,0,0
1,18,18,18,4.85,0.001341,1.24,0,98.48,25.202,-45.2,0,0
1,18,18,19,5.36,0.0058,1.14,0,98.42,24.296,-40.9,0,0
1,18,18,20,5.1,0.005466,1.03,0,98.44,22.812,-36.6,0,0
1,18,18,21,3.42,0,0.92,0,98.57,20.424,-32.3,0,0
1,18,18,22,4.37,0.004054,0.8,0,98.5,17.056,-27.07,0,0
1,18,18,23,3.89,0.003128,0.68,0,98.53,13.008,-21.83,0,0
1,19,19,0,2.02,0,0.55,0,98.63,8.748,-16.6,0,0
1,19,19,1,2.95,0.001198,0.49,0,98.58,5.363,-14.13,0,0
1,19,19,2,2.48,0,0.43,0,98.6,2.849,-11.67,0,0
1,19,19,3,0.74,0,0.37,0,98.61,1.206,-9.2,0,0
1,19,19,4,1.6,0,0.24,0,98.63,0.363,-6.47,0,0
1,19,19,5,1.17,0,0.16,0,98.62,0.093,-3.73,0,0
1,19,19,6,0.38,0,0.17,0.003,98.77,0.052,-1,0,0
1,19,19,7,0.61,0.013874,0.11,0.003,98.65,0.164,-8.23,0,0
1,19,19,8,0.49,0.004947,0.3,0.003,98.7,0.46,-15.47,0,0
1,19,19,9,3.14,0.015175,0.61,0.063,98.94,4.292,-22.7,23.32,47.95758
1,19,19,10,1.28,0,0.85,0.063,98.81,8.427,-16.93,106.06,218.11239
1,19,19,11,2.2,0.001142,0.98,0.063,98.86,12.336,-11.17,164.19,337.656735
1,19,19,12,4.72,0.012794,1.08,0.107,99.07,14.326,-5.4,60.71,124.850115
1,19,19,13,3.66,0.004027,1.23,0.107,98.97,16.344,-7.1,57.58,118.41327
1,19,19,14,4.18,0.004469,1.4,0.107,99.01,19.868,-8.8,43.42,89.29323
1,19,19,15,3.78,0,1.58,0.013,99.18,25.159,-10.5,19.48,40.06062
1,19,19,16,4.4,0.005403,1.58,0.013,99.09,29.562,-13.87,0,0
1,19,19,17,4.08,0.005721,1.58,0.013,99.13,31.349,-17.23,0,0
1,19,19,18,1.89,0,1.59,0,99.47,30.891,-20.6,0,0
1,19,19,19,3.12,0.004726,1.39,0,99.24,29.405,-23.87,0,0
1,19,19,20,2.49,0.003921,1.18,0,99.34,27.996,-27.13,0,0
1,19,19,21,0.57,0,0.91,0,99.62,26.06,-30.4,0,0
1,19,19,22,1.44,0.003719,0.85,0,99.5,25.009,-30.3,0,0
1,19,19,23,1,0.003252,0.8,0,99.55,23.849,-30.2,0,0
1,20,20,0,0.28,0.001566,0.76,0.01,99.86,22.262,-30.1,0,0
1,20,20,1,0.45,0.003122,0.77,0.01,99.67,21.067,-30.4,0,0
1,20,20,2,0.36,0.003271,0.79,0.01,99.75,20.226,-30.7,0,0
1,20,20,3,0.27,0.00336,0.8,0.017,100.01,19.888,-31,0,0
1,20,20,4,0.26,0.003454,0.79,0.017,99.89,19.668,-29.93,0,0
1,20,20,5,0.26,0.00344,0.78,0.017,99.94,19.499,-28.87,0,0
1,20,20,6,-2.14,0,0.78,0,100.2,19.863,-27.8,0,0
1,20,20,7,-0.55,0.000309,0.58,0,100.05,18.264,-19.63,0,0
1,20,20,8,-1.35,0,0.39,0,100.12,16.148,-11.47,0,0
1,20,20,9,2.09,0.013619,0.2,0,100.59,10.814,-3.3,30.59,62.908335
1,20,20,10,-0.76,0,0.61,0,100.29,21.765,2.13,132.96,273.43224
1,20,20,11,0.65,0,0.68,0,100.42,24.188,7.57,204.74,421.04781
1,20,20,12,2.28,0.00613,0.75,0.003,100.49,25.292,13,231.43,475.935795
1,20,20,13,2.16,0.006107,0.44,0.003,100.57,25.261,10.97,219.63,451.669095
1,20,20,14,2.23,0.008118,0.21,0.003,100.53,26.298,8.93,166.55,342.510075
1,20,20,15,0.2,0,0.45,0.003,100.83,25.135,6.9,80.19,164.910735
1,20,20,16,1.56,0.003304,0.24,0.003,100.57,23.926,0.87,0,0
1,20,20,17,0.86,0,0.2,0.003,100.68,17.2,-5.17,0,0
1,20,20,18,-2.12,0,0.41,0,100.79,18.346,-11.2,0,0
1,20,20,19,-0.57,0,0.32,0,100.82,14.247,-8.2,0,0
1,20,20,20,-1.34,0,0.24,0,100.81,10.96,-5.2,0,0
1,20,20,21,-3.09,0,0.18,0,100.91,8.187,-2.2,0,0
1,20,20,22,-2.45,0,0.08,0,100.82,4.363,-1.47,0,0
1,20,20,23,-2.78,0,0.03,0,100.86,1.531,-0.73,0,0
1,21,21,0,-3.49,0,0.18,0,100.87,11.526,0,0,0
1,21,21,1,-3.22,0.048178,0.02,0,100.9,1.184,-3.07,0,0
1,21,21,2,-3.35,0.004729,0.11,0,100.89,5.818,-6.13,0,0
1,21,21,3,-2.82,0,0.3,0,100.7,10.621,-9.2,0,0
1,21,21,4,-3.25,0,0.37,0,100.83,12.279,-18.43,0,0
1,21,21,5,-3.03,0,0.48,0,100.78,13.596,-27.67,0,0
1,21,21,6,-0.46,0.0097,0.6,0,100.57,13.888,-36.9,0,0
1,21,21,7,-2.02,0.000466,0.67,0,100.67,14.836,-37.77,0,0
1,21,21,8,-1.24,0.00172,0.72,0,100.63,15.246,-38.63,0,0
1,21,21,9,2.91,0.019904,0.77,0,100.47,16.151,-39.5,34.88,71.73072
1,21,21,10,0.67,0.001591,0.89,0,100.55,18.637,-24.23,141.87,291.755655
1,21,21,11,1.8,0.002839,0.98,0,100.51,19.22,-8.97,216.98,446.21937
1,21,21,12,1.84,0.000362,1.03,0,100.23,18.75,6.3,250.22,514.57743
1,21,21,13,2.57,0.005962,0.97,0,100.42,17.898,2.43,237.77,488.974005
1,21,21,14,2.22,0.006047,0.9,0,100.34,17.117,-1.43,181.66,373.58379
1,21,21,15,-0.4,0,0.81,0,100.1,15.537,-5.3,80.88,166.32972
1,21,21,16,1.1,0.004013,0.77,0,100.2,13.12,-12.33,0.02,0.04113
1,21,21,17,0.36,0.00306,0.73,0,100.16,10.478,-19.37,0,0
1,21,21,18,-1.41,0,0.7,0,99.85,8.149,-26.4,0,0
1,21,21,19,-0.72,0.003293,0.69,0,100.04,6.482,-26.47,0,0
1,21,21,20,-1.05,0.00313,0.69,0,99.96,5.995,-26.53,0,0
1,21,21,21,-1.85,0.001241,0.68,0,99.68,6.192,-26.6,0,0
1,21,21,22,-1.54,0.002927,0.69,0,99.81,6.411,-26.9,0,0
1,21,21,23,-1.69,0.002908,0.7,0,99.76,6.333,-27.2,0,0
1,22,22,0,-3.42,0,0.71,0,99.51,6.229,-27.5,0,0
1,22,22,1,-2.36,0.002935,0.65,0,99.64,5.531,-24.87,0,0
1,22,22,2,-2.88,0.00286,0.61,0,99.59,5.219,-22.23,0,0
1,22,22,3,-1.86,0.008505,0.6,0.023,99.23,4.965,-19.6,0,0
1,22,22,4,-2.88,0.002051,0.68,0.023,99.45,5.251,-15.7,0,0
1,22,22,5,-2.36,0.002592,0.73,0.023,99.35,5.001,-11.8,0,0
1,22,22,6,-1.37,0.005728,0.77,0.037,98.92,4.103,-7.9,0,0
1,22,22,7,-1.67,0.003686,0.67,0.037,99.16,2.793,-5.47,0,0
1,22,22,8,-1.51,0.003623,0.58,0.037,99.06,1.481,-3.03,0,0
1,22,22,9,-0.24,0.008531,0.53,0.013,98.79,4.517,-0.6,9.81,20.174265
1,22,22,10,-0.98,0.004416,0.46,0.013,98.89,6.706,4.6,37.01,76.111065
1,22,22,11,-0.61,0.004865,0.38,0.013,98.85,8.04,9.8,55.94,115.04061
1,22,22,12,-0.25,0.005156,0.33,0.033,98.79,8.9,15,144.24,296.62956
1,22,22,13,-0.24,0.005886,0.39,0.033,98.79,8.656,16.57,137.49,282.748185
1,22,22,14,-0.25,0.006584,0.46,0.033,98.79,8.063,18.13,105.92,217.82448
1,22,22,15,-0.72,0.005268,0.52,0.05,98.83,6.188,19.7,23.14,47.58741
1,22,22,16,-0.41,0.006921,0.56,0.05,98.8,3.572,12,0.05,0.102825
1,22,22,17,-0.57,0.006479,0.6,0.05,98.81,1.618,4.3,0,0
1,22,22,18,-0.19,0.007222,0.56,0.033,98.92,1.401,-3.4,0,0
1,22,22,19,-0.55,0.004886,0.59,0.033,98.85,1.049,-3.7,0,0
1,22,22,20,-0.37,0.004807,0.62,0.033,98.88,0.947,-4,0,0
1,22,22,21,-0.91,0.001604,0.66,0.017,99.01,0.92,-4.3,0,0
1,22,22,22,-0.44,0.004719,0.57,0.017,98.94,0.869,-4.47,0,0
1,22,22,23,-0.68,0.004762,0.48,0.017,98.97,0.866,-4.63,0,0
1,23,23,0,-3.88,0,0.34,0,99.21,0.906,-4.8,0,0
1,23,23,1,-1.92,0.000536,0.31,0,99.05,0.966,-4.17,0,0
1,23,23,2,-2.91,0,0.26,0,99.12,1.068,-3.53,0,0
1,23,23,3,-3.16,0,0.18,0,99.25,0.975,-2.9,0,0
1,23,23,4,-3.64,0,0.19,0,99.22,1.232,-3.17,0,0
1,23,23,5,-3.4,0,0.21,0,99.23,1.449,-3.43,0,0
1,23,23,6,-3.74,0,0.22,0,99.51,1.69,-3.7,0,0
1,23,23,7,-3.38,0,0.18,0,99.31,1.619,-3.17,0,0
1,23,23,8,-3.57,0,0.16,0,99.39,1.543,-2.63,0,0
1,23,23,9,0.67,0.012631,0.16,0,99.69,2.7,-2.1,35.12,72.22428
1,23,23,10,-2.29,0,0.46,0,99.55,7.179,1.03,126.61,260.373465
1,23,23,11,-0.82,0.000122,0.48,0,99.61,8.372,4.17,189.94,390.61161
1,23,23,12,2.21,0.013132,0.51,0,99.68,8.726,7.3,165.29,339.918885
1,23,23,13,1.18,0.0061,0.53,0,99.69,9.018,5.63,157.77,324.454005
1,23,23,14,1.7,0.006615,0.57,0,99.68,9.212,3.97,122.22,251.34543
1,23,23,15,-0.03,0,0.62,0,99.72,8.947,2.3,24.15,49.664475
1,23,23,16,1.46,0.003948,0.6,0,99.69,7.885,-1.53,0.14,0.28791
1,23,23,17,0.71,0.001551,0.52,0,99.7,6.962,-5.37,0,0
1,23,23,18,-0.45,0.001061,0.37,0,99.76,5.594,-9.2,0,0
1,23,23,19,-0.17,0.004645,0.37,0,99.73,4.898,-15.8,0,0
1,23,23,20,-0.31,0.004072,0.46,0,99.74,4.594,-22.4,0,0
1,23,23,21,-0.46,0.001848,0.61,0,99.75,3.958,-29,0,0
1,23,23,22,-0.45,0.002288,0.66,0,99.76,2.94,-32.5,0,0
1,23,23,23,-0.46,0.002734,0.73,0,99.75,2.197,-36,0,0
1,24,24,0,-0.36,0.003758,0.8,0.003,99.52,2.017,-39.5,0,0
1,24,24,1,-0.41,0.003311,0.87,0.003,99.7,2.299,-42.6,0,0
1,24,24,2,-0.37,0.003476,0.94,0.003,99.62,2.671,-45.7,0,0
1,24,24,3,1.7,0.013209,1,0.027,99.57,2.948,-48.8,0,0
1,24,24,4,0.32,0.003377,1.09,0.027,99.53,3.477,-48.3,0,0
1,24,24,5,1.01,0.003441,1.17,0.027,99.55,4.144,-47.8,0,0
1,24,24,6,3.15,0.01126,1.23,0.027,99.68,4.975,-47.3,0,0
1,24,24,7,2.17,0.003758,1.4,0.027,99.59,6.83,-46.77,0,0
1,24,24,8,2.66,0.004183,1.56,0.027,99.63,10.424,-46.23,0,0
1,24,24,9,4.88,0.014742,1.71,0.18,99.84,15.966,-45.7,19.96,41.04774
1,24,24,10,3.71,0.004821,1.59,0.18,99.72,20.409,-38.57,68.28,140.41782
1,24,24,11,4.29,0.004876,1.5,0.18,99.77,23.612,-31.43,101.64,209.02266
1,24,24,12,6,0.012051,1.42,0.277,99.94,25.748,-24.3,66.17,136.078605
1,24,24,13,5.24,0.004895,1.31,0.277,99.86,26.627,-22.7,63.29,130.155885
1,24,24,14,5.62,0.004858,1.2,0.277,99.9,26.533,-21.1,49.31,101.406015
1,24,24,15,5.02,0,1.1,0.06,100.17,25.77,-19.5,70.75,145.497375
1,24,24,16,5.65,0.003261,0.89,0.06,99.99,24.269,-15.77,0.88,1.80972
1,24,24,17,5.33,0.001844,0.67,0.06,100.07,22.237,-12.03,0,0
1,24,24,18,0.78,0,0.4,0,100.42,18.034,-8.3,0,0
1,24,24,19,3.59,0,0.35,0,100.23,16.142,-7.17,0,0
1,24,24,20,2.17,0,0.3,0,100.31,14.309,-6.03,0,0
1,24,24,21,-0.73,0,0.24,0,100.55,11.884,-4.9,0,0
1,24,24,22,0.27,0,0.23,0,100.45,11.016,-4.6,0,0
1,24,24,23,-0.24,0,0.23,0,100.49,10.458,-4.3,0,0
1,25,25,0,-1.95,0,0.23,0,100.55,10.272,-4,0,0
1,25,25,1,-1.14,0,0.1,0,100.55,6.316,-3.53,0,0
1,25,25,2,-1.54,0,0.08,0,100.55,5.626,-3.07,0,0
1,25,25,3,-1.13,0,0.18,0,100.63,8.934,-2.6,0,0
1,25,25,4,-1.68,0,0.19,0,100.57,9.376,-10.53,0,0
1,25,25,5,-1.41,0,0.32,0,100.59,12.006,-18.47,0,0
1,25,25,6,-0.22,0.000678,0.52,0.02,100.73,13.702,-26.4,0,0
1,25,25,7,-0.84,0,0.53,0.02,100.65,13.124,-25.8,0,0
1,25,25,8,-0.53,0,0.54,0.02,100.69,11.776,-25.2,0,0
1,25,25,9,3.88,0.019154,0.54,0.013,100.72,10.575,-24.6,48.34,99.41121
1,25,25,10,1.15,0,0.81,0.013,100.73,13.669,-9.93,158.17,325.276605
1,25,25,11,2.51,0,0.9,0.013,100.72,16.756,4.73,234.08,481.38552
1,25,25,12,7.07,0.023003,0.88,0.012,100.71,18.358,19.4,85.28,175.37832
1,25,25,13,4.94,0.003029,0.88,0.012,100.72,18.234,12.7,81.64,167.89266
1,25,25,14,6.01,0.003644,0.87,0.012,100.71,17.527,6,63.96,131.53374
1,25,25,15,5.06,0,0.84,0,100.68,15.954,-0.7,26.45,54.394425
1,25,25,16,6.4,0.002873,0.8,0,100.7,13.613,-8.83,0.59,1.213335
1,25,25,17,5.73,0.0019,0.73,0,100.69,10.529,-16.97,0,0
1,25,25,18,3.91,0,0.64,0,100.79,7.013,-25.1,0,0
1,25,25,19,4.67,0.003058,0.68,0,100.7,4.061,-27.4,0,0
1,25,25,20,4.28,0.003515,0.73,0,100.74,1.605,-29.7,0,0
1,25,25,21,2.97,0,0.79,0,100.72,0.078,-32,0,0
1,25,25,22,3.6,0.004266,0.85,0,100.77,0.024,-36.73,0,0
1,25,25,23,3.29,0.004431,0.91,0,100.75,0.006,-41.47,0,0
1,26,26,0,3.15,0.005637,0.97,0,100.68,0,-46.2,0,0
1,26,26,1,3.03,0.004481,0.94,0,100.71,0,-45.77,0,0
1,26,26,2,3.09,0.004342,0.91,0,100.7,0,-45.33,0,0
1,26,26,3,2.74,0.002026,0.88,0,100.64,0,-44.9,0,0
1,26,26,4,3.02,0.004228,0.85,0,100.67,0,-41.7,0,0
1,26,26,5,2.88,0.004199,0.82,0,100.66,0,-38.5,0,0
1,26,26,6,1.25,0,0.8,0,100.66,0,-35.3,0,0
1,26,26,7,2.24,0.00336,0.72,0,100.64,0,-31.03,0,0
1,26,26,8,1.74,0.002783,0.65,0,100.65,0,-26.77,0,0
1,26,26,9,4.89,0.022238,0.56,0,100.67,1.336,-22.5,13.11,26.960715
1,26,26,10,2.46,0.000884,0.75,0,100.66,3.863,-16.67,40.87,84.049155
1,26,26,11,3.68,0.003,0.85,0,100.67,5.795,-10.83,59.97,123.328305
1,26,26,12,5.08,0.00753,0.92,0,100.7,7.193,-5,68.39,140.644035
1,26,26,13,4.95,0.006359,0.88,0,100.68,7.246,-6.47,65.56,134.82414
1,26,26,14,5.01,0.00641,0.85,0,100.69,6.864,-7.93,51.68,106.27992
1,26,26,15,2.96,0,0.83,0,100.66,4.86,-9.4,51.66,106.23879
1,26,26,16,4.38,0.004303,0.77,0,100.69,2.009,-13.17,1.84,3.78396
1,26,26,17,3.67,0.002873,0.69,0,100.68,0.003,-16.93,0,0
1,26,26,18,0.88,0,0.58,0,100.75,0,-20.7,0,0
1,26,26,19,2.26,0,0.49,0,100.68,0,-16.5,0,0
1,26,26,20,1.57,0,0.4,0,100.71,0,-12.3,0,0
1,26,26,21,0.3,0,0.3,0,100.71,0,-8.1,0,0
1,26,26,22,0.69,0,0.34,0,100.74,0,-13.53,0,0
1,26,26,23,0.5,0,0.41,0,100.73,0,-18.97,0,0
1,27,27,0,0.56,0,0.49,0.017,100.7,0,-24.4,0,0
1,27,27,1,0.39,0,0.52,0.017,100.71,0,-25.37,0,0
1,27,27,2,0.47,0,0.55,0.017,100.7,0,-26.33,0,0
1,27,27,3,1.82,0.006037,0.58,0.053,100.72,0,-27.3,0,0
1,27,27,4,0.98,7.4e-05,0.6,0.053,100.7,0.002,-26.83,0,0
1,27,27,5,1.4,0.00025,0.62,0.053,100.71,0.009,-26.37,0,0
1,27,27,6,2.85,0.005667,0.64,0.127,101.02,0.132,-25.9,0,0
1,27,27,7,2.14,0.008619,0.37,0.127,100.79,0.644,-26.07,0,0
1,27,27,8,2.48,0.008093,0.4,0.127,100.89,1.145,-26.23,0,0
1,27,27,9,5.51,0.017163,0.73,0.003,101.01,4.691,-26.4,56.16,115.49304
1,27,27,10,3.74,0.000377,0.7,0.003,101.02,8.943,-10.87,167.48,344.42262
1,27,27,11,4.62,0.002507,0.7,0.003,101.01,15.814,4.67,244.02,501.82713
1,27,27,12,5.59,0.006985,0.56,0,101.26,20.861,20.2,277.87,571.439655
1,27,27,13,5.51,0.007892,0.6,0,101.07,23.153,11.9,267,549.0855
1,27,27,14,5.54,0.008909,0.62,0,101.15,23.792,3.6,211.46,434.86749
1,27,27,15,2.1,0,0.56,0,101.37,22.369,-4.7,112.93,232.240545
1,27,27,16,4.42,0.003185,0.52,0,101.28,21.567,-5.93,5.77,11.866005
1,27,27,17,3.25,0,0.45,0,101.32,19.765,-7.17,0,0
1,27,27,18,-0.53,0,0.32,0,101.51,15.62,-8.4,0,0
1,27,27,19,1.21,0.000866,0.31,0,101.4,13.729,-10.03,0,0
1,27,27,20,0.33,0.000282,0.32,0,101.45,12.375,-11.67,0,0
1,27,27,21,-0.22,0.00059,0.37,0,101.63,11.389,-13.3,0,0
1,27,27,22,-0.44,0.000843,0.43,0,101.54,11.536,-19.53,0,0
1,27,27,23,-0.33,0.001509,0.52,0,101.58,12.667,-25.77,0,0
1,28,28,0,0.26,0.003963,0.6,0,101.58,14.35,-32,0,0
1,28,28,1,-0.06,0.001805,0.55,0,101.62,14.817,-28.53,0,0
1,28,28,2,0.1,0.001566,0.51,0,101.6,14.775,-25.07,0,0
1,28,28,3,0.1,0.000192,0.49,0,101.68,14.43,-21.6,0,0
1,28,28,4,0.2,0.001274,0.47,0,101.6,13.964,-21.8,0,0
1,28,28,5,0.14,0.001203,0.47,0,101.64,13.489,-22,0,0
